year,age,cohort,sex,race,educ,realinc,gunlaw,grass,wtssall
1996,27.0,1969.0,1,3,12.0,23563.0,2.0,2.0,1.6295
1996,46.0,1950.0,1,1,14.0,32625.0,1.0,,1.0864
1996,32.0,1964.0,2,1,12.0,27188.0,,2.0,1.0864
1996,35.0,1961.0,1,1,12.0,39875.0,1.0,,0.5432
1996,64.0,1932.0,2,1,12.0,17038.0,,2.0,1.0864
1996,26.0,1970.0,2,3,0.0,11781.0,1.0,2.0,1.0864
1996,38.0,1958.0,2,1,16.0,27188.0,1.0,2.0,1.0864
1996,42.0,1954.0,2,1,14.0,94853.0,,1.0,2.1727
1996,57.0,1939.0,2,1,14.0,11781.0,,2.0,1.0864
1996,46.0,1950.0,1,1,14.0,48938.0,1.0,2.0,1.0864
1996,18.0,1978.0,1,1,9.0,39875.0,1.0,,1.6295
1996,36.0,1960.0,1,1,12.0,,1.0,2.0,1.0864
1996,53.0,1943.0,2,2,13.0,11781.0,1.0,2.0,1.0864
1996,35.0,1961.0,2,1,15.0,17038.0,1.0,,0.5432
1996,51.0,1945.0,2,1,12.0,,1.0,1.0,2.1727
1996,55.0,1941.0,1,1,12.0,15406.0,1.0,1.0,1.0864
1996,25.0,1971.0,1,1,12.0,19938.0,1.0,1.0,2.1727
1996,41.0,1955.0,1,1,16.0,94853.0,1.0,1.0,1.0864
1996,28.0,1968.0,1,1,10.0,13594.0,2.0,,1.0864
1996,53.0,1943.0,2,1,16.0,39875.0,1.0,1.0,1.0864
1996,24.0,1972.0,1,1,12.0,23563.0,2.0,,1.0864
1996,22.0,1974.0,2,2,16.0,1450.0,1.0,,1.6295
1996,19.0,1977.0,2,1,12.0,363.0,,1.0,2.1727
1996,49.0,1947.0,1,1,16.0,94853.0,1.0,2.0,3.2591
1996,37.0,1959.0,1,2,13.0,363.0,2.0,,0.5432
1996,25.0,1971.0,2,1,17.0,6525.0,1.0,,1.0864
1996,58.0,1938.0,2,2,16.0,48938.0,1.0,,0.5432
1996,51.0,1945.0,2,1,12.0,,1.0,1.0,2.1727
1996,46.0,1950.0,2,1,14.0,39875.0,,,1.6295
1996,37.0,1959.0,1,1,12.0,19938.0,1.0,1.0,1.0864
1996,68.0,1928.0,1,1,16.0,94853.0,,2.0,1.0864
1996,39.0,1957.0,1,1,12.0,48938.0,1.0,,1.0864
1996,59.0,1937.0,2,3,12.0,13594.0,1.0,1.0,1.6295
1996,33.0,1963.0,1,1,13.0,,1.0,1.0,1.0864
1996,30.0,1966.0,2,1,12.0,,1.0,1.0,1.0864
1996,38.0,1958.0,2,2,11.0,27188.0,1.0,1.0,1.0864
1996,51.0,1945.0,2,1,14.0,,1.0,,1.0864
1996,22.0,1974.0,2,1,16.0,,,1.0,1.0864
1996,34.0,1962.0,2,3,13.0,6525.0,1.0,2.0,1.6295
1996,37.0,1959.0,2,3,12.0,8156.0,1.0,,0.5432
1996,48.0,1948.0,2,2,12.0,48938.0,1.0,2.0,2.1727
1996,26.0,1970.0,1,2,12.0,,1.0,,1.6295
1996,32.0,1964.0,2,1,12.0,94853.0,2.0,2.0,1.0864
1996,37.0,1959.0,2,1,19.0,39875.0,1.0,1.0,0.5432
1996,57.0,1939.0,1,1,18.0,94853.0,2.0,,1.0864
1996,40.0,1956.0,1,1,14.0,39875.0,,2.0,1.0864
1996,52.0,1944.0,2,1,16.0,27188.0,1.0,,0.5432
1996,59.0,1937.0,2,3,12.0,13594.0,1.0,1.0,1.6295
1996,43.0,1953.0,1,1,15.0,13594.0,1.0,,0.5432
1996,31.0,1965.0,2,1,20.0,23563.0,1.0,,1.6295
1996,46.0,1950.0,2,1,18.0,39875.0,1.0,2.0,1.6295
1996,77.0,1919.0,2,1,8.0,15406.0,1.0,2.0,1.0864
1996,59.0,1937.0,1,1,13.0,94853.0,,1.0,1.6295
1996,36.0,1960.0,1,1,16.0,48938.0,1.0,1.0,1.6295
1996,37.0,1959.0,1,1,12.0,17038.0,1.0,,0.5432
1996,58.0,1938.0,1,1,12.0,94853.0,1.0,,1.0864
1996,19.0,1977.0,1,1,13.0,,2.0,2.0,1.6295
1996,51.0,1945.0,2,1,14.0,,1.0,,1.0864
1996,73.0,1923.0,1,1,18.0,23563.0,1.0,,1.0864
1996,38.0,1958.0,1,1,19.0,48938.0,2.0,2.0,1.0864
1996,49.0,1947.0,2,1,13.0,17038.0,,2.0,2.1727
1996,40.0,1956.0,1,1,12.0,9969.0,2.0,,1.0864
1996,28.0,1968.0,1,1,12.0,17038.0,2.0,,1.0864
1996,25.0,1971.0,2,1,17.0,6525.0,1.0,,1.0864
1996,39.0,1957.0,2,1,13.0,32625.0,1.0,2.0,1.0864
1996,24.0,1972.0,2,1,12.0,2538.0,1.0,,1.0864
1996,47.0,1949.0,1,1,10.0,363.0,1.0,2.0,2.1727
1996,59.0,1937.0,1,1,12.0,39875.0,1.0,2.0,1.0864
1996,29.0,1967.0,1,1,12.0,48938.0,1.0,2.0,2.1727
1996,63.0,1933.0,1,1,17.0,48938.0,1.0,,1.6295
1996,34.0,1962.0,1,1,12.0,15406.0,1.0,2.0,0.5432
1996,21.0,1975.0,1,1,12.0,94853.0,,1.0,2.1727
1996,36.0,1960.0,2,1,13.0,94853.0,,2.0,1.0864
1996,40.0,1956.0,2,1,20.0,,,1.0,1.0864
1996,47.0,1949.0,2,1,20.0,23563.0,1.0,2.0,0.5432
1996,32.0,1964.0,2,1,12.0,27188.0,,2.0,1.0864
1996,46.0,1950.0,2,1,12.0,3988.0,2.0,2.0,1.6295
1996,74.0,1922.0,2,1,12.0,94853.0,,1.0,1.0864
1996,33.0,1963.0,1,3,20.0,27188.0,,2.0,0.5432
1996,81.0,1915.0,2,1,12.0,5438.0,,2.0,0.5432
1996,37.0,1959.0,2,2,12.0,32625.0,,2.0,1.0864
1996,38.0,1958.0,2,2,11.0,27188.0,1.0,1.0,1.0864
1996,53.0,1943.0,1,1,7.0,48938.0,,2.0,1.6295
1996,55.0,1941.0,1,1,12.0,15406.0,1.0,1.0,1.0864
1996,19.0,1977.0,2,3,12.0,39875.0,1.0,,2.7159
1996,23.0,1973.0,1,3,12.0,8156.0,,1.0,1.6295
1996,87.0,1909.0,1,1,12.0,13594.0,1.0,1.0,0.5432
1996,55.0,1941.0,2,1,9.0,27188.0,,,1.0864
1996,54.0,1942.0,2,1,12.0,32625.0,,2.0,1.0864
1996,41.0,1955.0,1,2,19.0,48938.0,,2.0,1.0864
1996,25.0,1971.0,1,1,15.0,13594.0,1.0,,2.1727
1996,19.0,1977.0,2,1,12.0,363.0,,1.0,2.1727
1996,50.0,1946.0,1,1,11.0,8156.0,,1.0,1.0864
1996,87.0,1909.0,1,1,12.0,13594.0,1.0,1.0,0.5432
1996,43.0,1953.0,2,1,13.0,15406.0,,2.0,0.5432
1996,48.0,1948.0,1,2,12.0,32625.0,1.0,2.0,0.5432
1996,37.0,1959.0,1,1,12.0,19938.0,1.0,1.0,1.0864
1996,32.0,1964.0,1,3,14.0,27188.0,1.0,2.0,1.0864
1996,39.0,1957.0,1,1,12.0,19938.0,1.0,2.0,0.5432
1996,46.0,1950.0,1,2,9.0,363.0,1.0,1.0,0.5432
1996,68.0,1928.0,1,1,17.0,19938.0,2.0,,1.0864
1996,33.0,1963.0,2,1,12.0,48938.0,,2.0,1.0864
1996,18.0,1978.0,2,3,11.0,8156.0,1.0,2.0,1.6295
1996,23.0,1973.0,2,1,12.0,,1.0,,2.1727
1996,27.0,1969.0,2,1,16.0,11781.0,,2.0,1.0864
1996,42.0,1954.0,1,1,13.0,27188.0,,1.0,0.5432
1996,42.0,1954.0,2,1,14.0,27188.0,,1.0,1.6295
1996,53.0,1943.0,2,1,12.0,94853.0,,1.0,1.6295
1996,59.0,1937.0,2,1,7.0,11781.0,1.0,2.0,1.0864
1996,33.0,1963.0,1,3,20.0,27188.0,,2.0,0.5432
1996,24.0,1972.0,1,1,17.0,23563.0,2.0,,1.0864
1996,64.0,1932.0,2,1,12.0,94853.0,1.0,2.0,1.0864
1996,43.0,1953.0,1,1,12.0,23563.0,1.0,2.0,0.5432
1996,43.0,1953.0,1,1,12.0,23563.0,1.0,2.0,1.0864
1996,42.0,1954.0,2,1,12.0,39875.0,2.0,2.0,1.6295
1996,31.0,1965.0,2,2,14.0,32625.0,,2.0,1.0864
1996,22.0,1974.0,1,1,15.0,,1.0,,2.7159
1996,43.0,1953.0,1,1,14.0,27188.0,,1.0,0.5432
1996,78.0,1918.0,2,1,8.0,,1.0,2.0,1.0864
1996,22.0,1974.0,2,1,13.0,17038.0,1.0,,1.0864
1996,24.0,1972.0,2,1,18.0,32625.0,1.0,2.0,1.0864
1996,38.0,1958.0,2,1,14.0,39875.0,,2.0,1.0864
1996,53.0,1943.0,2,1,19.0,94853.0,1.0,,1.0864
1996,21.0,1975.0,1,1,12.0,,1.0,,2.1727
1996,41.0,1955.0,2,2,3.0,,,2.0,1.6295
1996,43.0,1953.0,1,1,12.0,48938.0,1.0,2.0,1.6295
1996,60.0,1936.0,2,1,12.0,94853.0,,2.0,1.0864
1996,31.0,1965.0,2,1,14.0,23563.0,1.0,2.0,0.5432
1996,51.0,1945.0,2,3,16.0,,2.0,2.0,1.6295
1996,38.0,1958.0,2,1,16.0,23563.0,1.0,2.0,0.5432
1996,54.0,1942.0,2,1,16.0,48938.0,,2.0,1.0864
1996,51.0,1945.0,1,1,12.0,94853.0,1.0,,1.6295
1996,34.0,1962.0,2,1,13.0,39875.0,1.0,,1.0864
1996,22.0,1974.0,1,1,10.0,94853.0,1.0,,2.1727
1996,55.0,1941.0,1,1,16.0,48938.0,1.0,,1.6295
1996,29.0,1967.0,1,1,12.0,23563.0,2.0,,1.0864
1996,24.0,1972.0,2,1,14.0,19938.0,1.0,2.0,1.6295
1996,25.0,1971.0,2,1,18.0,6525.0,1.0,,0.5432
1996,28.0,1968.0,2,1,16.0,48938.0,2.0,2.0,1.0864
1996,23.0,1973.0,1,1,12.0,17038.0,,1.0,2.7159
1996,48.0,1948.0,2,1,17.0,48938.0,,2.0,2.1727
1996,31.0,1965.0,2,3,12.0,,,2.0,1.0864
1996,54.0,1942.0,1,1,14.0,48938.0,1.0,,1.6295
1996,24.0,1972.0,1,1,11.0,,,2.0,1.0864
1996,25.0,1971.0,2,1,18.0,6525.0,1.0,,0.5432
1996,81.0,1915.0,2,1,12.0,,1.0,,0.5432
1996,26.0,1970.0,1,1,14.0,11781.0,1.0,,1.0864
1996,49.0,1947.0,2,1,12.0,48938.0,2.0,2.0,1.6295
1996,27.0,1969.0,2,1,14.0,8156.0,2.0,,1.6295
1996,72.0,1924.0,2,1,12.0,8156.0,1.0,,0.5432
1996,23.0,1973.0,1,1,13.0,17038.0,1.0,2.0,1.0864
1996,37.0,1959.0,1,1,20.0,94853.0,1.0,,1.0864
1996,51.0,1945.0,1,1,13.0,39875.0,,2.0,1.0864
1996,48.0,1948.0,2,1,12.0,39875.0,1.0,1.0,1.0864
1996,35.0,1961.0,1,1,16.0,32625.0,,2.0,1.0864
1996,27.0,1969.0,2,2,12.0,8156.0,1.0,1.0,1.0864
1996,53.0,1943.0,2,1,16.0,48938.0,1.0,2.0,1.0864
1996,36.0,1960.0,2,2,15.0,8156.0,1.0,,0.5432
1996,74.0,1922.0,1,1,12.0,8156.0,1.0,,0.5432
1996,33.0,1963.0,1,1,14.0,94853.0,,2.0,1.0864
1996,32.0,1964.0,1,1,7.0,9969.0,1.0,,1.6295
1996,43.0,1953.0,1,1,16.0,94853.0,2.0,,1.0864
1996,57.0,1939.0,2,1,14.0,32625.0,1.0,2.0,1.0864
1996,63.0,1933.0,1,1,13.0,27188.0,,2.0,1.0864
1996,47.0,1949.0,1,1,16.0,94853.0,1.0,,0.5432
1996,25.0,1971.0,2,1,10.0,19938.0,,2.0,1.0864
1996,54.0,1942.0,1,1,16.0,32625.0,,2.0,1.0864
1996,44.0,1952.0,2,1,12.0,,,2.0,1.6295
1996,60.0,1936.0,1,2,15.0,94853.0,,2.0,2.1727
1996,29.0,1967.0,1,1,15.0,23563.0,,2.0,1.6295
1996,42.0,1954.0,1,3,12.0,17038.0,,,1.0864
1996,34.0,1962.0,2,1,12.0,32625.0,1.0,,1.0864
1996,26.0,1970.0,2,3,12.0,32625.0,1.0,2.0,1.0864
1996,22.0,1974.0,2,1,15.0,19938.0,1.0,2.0,1.6295
1996,72.0,1924.0,1,1,14.0,94853.0,1.0,,1.6295
1996,42.0,1954.0,2,1,15.0,39875.0,1.0,,1.6295
1996,72.0,1924.0,2,1,12.0,,1.0,1.0,1.0864
1996,42.0,1954.0,1,1,12.0,3263.0,,1.0,1.0864
1996,21.0,1975.0,2,1,9.0,8156.0,2.0,,1.0864
1996,60.0,1936.0,1,1,5.0,32625.0,1.0,2.0,1.6295
1996,30.0,1966.0,1,1,12.0,19938.0,,2.0,1.6295
1996,40.0,1956.0,1,3,20.0,48938.0,1.0,,0.5432
1996,59.0,1937.0,1,1,12.0,23563.0,,2.0,1.6295
1996,45.0,1951.0,1,1,10.0,39875.0,1.0,2.0,1.6295
1996,49.0,1947.0,2,1,16.0,94853.0,,2.0,2.1727
1996,38.0,1958.0,1,1,12.0,94853.0,1.0,,1.0864
1996,67.0,1929.0,1,1,16.0,94853.0,2.0,,1.0864
1996,46.0,1950.0,2,1,20.0,94853.0,,1.0,1.0864
1996,54.0,1942.0,1,1,14.0,32625.0,,2.0,1.0864
1996,56.0,1940.0,2,1,14.0,,1.0,2.0,0.5432
1996,62.0,1934.0,2,3,0.0,94853.0,1.0,,2.7159
1996,35.0,1961.0,2,1,15.0,9969.0,,2.0,2.7159
1996,66.0,1930.0,2,1,12.0,,1.0,2.0,1.0864
1996,27.0,1969.0,2,1,12.0,32625.0,,1.0,1.0864
1996,22.0,1974.0,2,1,14.0,48938.0,,2.0,1.0864
1996,26.0,1970.0,1,3,14.0,11781.0,,2.0,1.6295
1996,66.0,1930.0,1,1,12.0,9969.0,1.0,2.0,1.0864
1996,79.0,1917.0,2,2,10.0,3988.0,,,0.5432
1996,42.0,1954.0,2,1,14.0,94853.0,,1.0,2.1727
1996,63.0,1933.0,2,1,12.0,,2.0,,1.0864
1996,38.0,1958.0,2,1,17.0,48938.0,,2.0,0.5432
1996,54.0,1942.0,2,1,9.0,32625.0,1.0,,1.0864
1996,72.0,1924.0,2,1,5.0,8156.0,1.0,,1.0864
1996,29.0,1967.0,2,2,12.0,23563.0,1.0,,1.0864
1996,77.0,1919.0,2,2,11.0,9969.0,1.0,2.0,0.5432
1996,64.0,1932.0,2,1,12.0,39875.0,,2.0,1.0864
1996,39.0,1957.0,2,1,12.0,32625.0,1.0,1.0,1.6295
1996,43.0,1953.0,1,1,18.0,32625.0,1.0,,0.5432
1996,84.0,1912.0,2,1,8.0,5438.0,,2.0,0.5432
1996,85.0,1911.0,2,1,13.0,,,2.0,1.0864
1996,65.0,1931.0,1,1,8.0,94853.0,1.0,,1.0864
1996,40.0,1956.0,2,1,12.0,32625.0,,2.0,2.1727
1996,44.0,1952.0,1,1,12.0,94853.0,1.0,2.0,1.0864
1996,47.0,1949.0,1,2,9.0,,2.0,,2.1727
1996,26.0,1970.0,2,2,15.0,48938.0,1.0,1.0,1.6295
1996,62.0,1934.0,1,1,16.0,39875.0,1.0,,1.0864
1996,33.0,1963.0,2,1,13.0,11781.0,,2.0,0.5432
1996,89.0,1907.0,2,1,14.0,,,,1.0864
1996,84.0,1912.0,2,1,12.0,,1.0,,0.5432
1996,30.0,1966.0,2,1,14.0,32625.0,,1.0,1.6295
1996,41.0,1955.0,1,2,13.0,39875.0,,2.0,1.0864
1996,41.0,1955.0,2,1,13.0,48938.0,,2.0,1.0864
1996,36.0,1960.0,2,1,16.0,94853.0,1.0,,1.0864
1996,63.0,1933.0,2,1,11.0,,2.0,,1.0864
1996,29.0,1967.0,2,1,16.0,39875.0,,2.0,1.0864
1996,32.0,1964.0,1,2,14.0,27188.0,,1.0,1.0864
1996,80.0,1916.0,1,1,12.0,,,2.0,0.5432
1996,36.0,1960.0,1,1,20.0,94853.0,,1.0,1.6295
1996,42.0,1954.0,1,2,12.0,94853.0,,2.0,1.6295
1996,37.0,1959.0,2,1,13.0,15406.0,1.0,1.0,0.5432
1996,25.0,1971.0,2,1,10.0,5438.0,,,1.0864
1996,57.0,1939.0,2,1,10.0,6525.0,1.0,,0.5432
1996,24.0,1972.0,2,1,15.0,32625.0,,,1.0864
1996,46.0,1950.0,2,1,14.0,39875.0,,,1.0864
1996,41.0,1955.0,2,1,13.0,48938.0,,2.0,1.0864
1996,39.0,1957.0,1,1,12.0,39875.0,1.0,2.0,1.0864
1996,64.0,1932.0,2,1,16.0,,1.0,,1.0864
1996,35.0,1961.0,1,1,16.0,32625.0,,2.0,1.0864
1996,20.0,1976.0,1,2,10.0,,2.0,2.0,1.0864
1996,28.0,1968.0,1,1,13.0,5438.0,,2.0,0.5432
1996,21.0,1975.0,1,1,12.0,9969.0,1.0,2.0,1.0864
1996,30.0,1966.0,2,1,14.0,32625.0,1.0,2.0,1.0864
1996,43.0,1953.0,1,1,16.0,,1.0,,1.0864
1996,32.0,1964.0,2,1,13.0,15406.0,,2.0,1.0864
1996,60.0,1936.0,1,2,12.0,32625.0,1.0,1.0,1.0864
1996,49.0,1947.0,2,1,14.0,,1.0,,1.0864
1996,32.0,1964.0,2,1,11.0,6525.0,1.0,,1.0864
1996,73.0,1923.0,2,1,6.0,11781.0,,,1.0864
1996,44.0,1952.0,2,1,12.0,19938.0,1.0,2.0,1.0864
1996,32.0,1964.0,2,3,13.0,9969.0,,2.0,0.5432
1996,42.0,1954.0,1,1,14.0,8156.0,2.0,1.0,0.5432
1996,82.0,1914.0,1,2,12.0,3988.0,2.0,2.0,0.5432
1996,29.0,1967.0,2,3,17.0,9969.0,1.0,2.0,1.0864
1996,43.0,1953.0,2,1,16.0,32625.0,1.0,2.0,1.0864
1996,30.0,1966.0,1,1,11.0,,,2.0,1.0864
1996,19.0,1977.0,1,1,12.0,94853.0,2.0,,1.6295
1996,33.0,1963.0,2,1,12.0,13594.0,1.0,2.0,1.0864
1996,19.0,1977.0,2,1,13.0,23563.0,,2.0,1.6295
1996,21.0,1975.0,1,1,12.0,94853.0,,1.0,1.6295
1996,28.0,1968.0,1,2,16.0,8156.0,1.0,2.0,1.0864
1996,41.0,1955.0,1,3,14.0,39875.0,1.0,2.0,1.0864
1996,72.0,1924.0,2,1,13.0,9969.0,1.0,1.0,1.0864
1996,54.0,1942.0,1,1,14.0,48938.0,1.0,,1.6295
1996,66.0,1930.0,1,1,14.0,94853.0,,2.0,1.0864
1996,72.0,1924.0,2,1,8.0,17038.0,2.0,,1.0864
1996,49.0,1947.0,1,3,12.0,39875.0,1.0,,1.0864
1996,32.0,1964.0,2,1,11.0,32625.0,1.0,,1.0864
1996,59.0,1937.0,2,1,13.0,9969.0,1.0,2.0,1.0864
1996,36.0,1960.0,1,1,12.0,,1.0,2.0,1.0864
1996,74.0,1922.0,1,1,10.0,11781.0,1.0,,1.0864
1996,41.0,1955.0,1,1,10.0,11781.0,2.0,,1.6295
1996,29.0,1967.0,1,1,13.0,19938.0,1.0,,1.0864
1996,38.0,1958.0,2,1,12.0,39875.0,,2.0,1.0864
1996,81.0,1915.0,2,1,12.0,6525.0,1.0,,1.0864
1996,31.0,1965.0,1,1,14.0,,,2.0,1.0864
1996,53.0,1943.0,2,2,13.0,11781.0,1.0,2.0,1.0864
1996,62.0,1934.0,1,1,14.0,32625.0,,2.0,1.0864
1996,49.0,1947.0,2,1,12.0,94853.0,1.0,1.0,1.0864
1996,72.0,1924.0,2,1,5.0,8156.0,1.0,,1.0864
1996,40.0,1956.0,2,1,12.0,23563.0,1.0,2.0,1.0864
1996,39.0,1957.0,1,1,12.0,17038.0,,2.0,0.5432
1996,70.0,1926.0,1,1,15.0,39875.0,1.0,2.0,0.5432
1996,37.0,1959.0,2,1,11.0,23563.0,1.0,,1.0864
1996,43.0,1953.0,1,1,16.0,94853.0,2.0,,1.0864
1996,62.0,1934.0,1,1,14.0,48938.0,1.0,2.0,1.0864
1996,29.0,1967.0,1,1,13.0,23563.0,,2.0,1.0864
1996,46.0,1950.0,2,1,16.0,,2.0,,1.0864
1996,44.0,1952.0,1,1,13.0,363.0,1.0,,0.5432
1996,23.0,1973.0,2,1,18.0,39875.0,1.0,,1.0864
1996,31.0,1965.0,1,1,13.0,48938.0,1.0,,1.0864
1996,54.0,1942.0,2,1,12.0,32625.0,1.0,,0.5432
1996,42.0,1954.0,1,1,12.0,94853.0,1.0,2.0,1.0864
1996,54.0,1942.0,1,1,20.0,,,2.0,1.0864
1996,35.0,1961.0,1,2,19.0,48938.0,1.0,,1.0864
1996,23.0,1973.0,2,1,13.0,3263.0,1.0,1.0,1.6295
1996,68.0,1928.0,2,1,12.0,,1.0,,0.5432
1996,23.0,1973.0,1,1,12.0,,1.0,,1.0864
1996,38.0,1958.0,2,1,20.0,94853.0,,1.0,1.0864
1996,41.0,1955.0,1,2,12.0,4713.0,,,0.5432
1996,46.0,1950.0,2,1,14.0,39875.0,,,1.6295
1996,23.0,1973.0,1,2,12.0,4713.0,2.0,2.0,1.0864
1996,34.0,1962.0,2,3,11.0,17038.0,1.0,,1.0864
1996,51.0,1945.0,1,1,14.0,48938.0,,1.0,1.0864
1996,46.0,1950.0,2,1,14.0,23563.0,1.0,,0.5432
1996,42.0,1954.0,1,1,10.0,32625.0,2.0,,1.0864
1996,43.0,1953.0,1,1,16.0,32625.0,1.0,,1.0864
1996,47.0,1949.0,1,1,17.0,48938.0,,2.0,1.6295
1996,37.0,1959.0,2,1,12.0,17038.0,1.0,1.0,1.0864
1996,65.0,1931.0,1,1,16.0,94853.0,1.0,,1.0864
1996,41.0,1955.0,1,1,12.0,94853.0,1.0,2.0,2.1727
1996,38.0,1958.0,2,1,12.0,48938.0,1.0,,1.0864
1996,54.0,1942.0,2,2,12.0,13594.0,1.0,2.0,0.5432
1996,25.0,1971.0,1,1,17.0,6525.0,2.0,1.0,1.0864
1996,37.0,1959.0,2,1,16.0,48938.0,,2.0,1.0864
1996,53.0,1943.0,1,1,18.0,94853.0,1.0,,1.0864
1996,70.0,1926.0,2,1,13.0,9969.0,,2.0,1.0864
1996,36.0,1960.0,2,1,15.0,27188.0,1.0,,1.0864
1996,24.0,1972.0,1,3,13.0,19938.0,1.0,2.0,1.6295
1996,28.0,1968.0,1,1,16.0,32625.0,2.0,,1.0864
1996,49.0,1947.0,1,1,9.0,32625.0,,2.0,1.0864
1996,22.0,1974.0,1,1,14.0,23563.0,1.0,,1.0864
1996,70.0,1926.0,1,1,12.0,19938.0,,2.0,1.0864
1996,38.0,1958.0,2,1,10.0,27188.0,1.0,1.0,1.0864
1996,50.0,1946.0,2,1,11.0,32625.0,1.0,,1.0864
1996,49.0,1947.0,1,1,11.0,,,2.0,2.1727
1996,53.0,1943.0,2,1,14.0,,,2.0,1.6295
1996,48.0,1948.0,2,1,16.0,94853.0,,2.0,0.5432
1996,89.0,1907.0,1,1,13.0,19938.0,,2.0,1.0864
1996,28.0,1968.0,1,1,12.0,48938.0,2.0,,1.0864
1996,58.0,1938.0,1,1,12.0,23563.0,,2.0,1.0864
1996,22.0,1974.0,1,1,15.0,3263.0,1.0,,1.6295
1996,43.0,1953.0,1,1,17.0,15406.0,1.0,2.0,0.5432
1996,20.0,1976.0,1,1,12.0,48938.0,1.0,,2.7159
1996,50.0,1946.0,1,1,11.0,8156.0,,1.0,1.0864
1996,57.0,1939.0,1,1,20.0,94853.0,1.0,,1.0864
1996,32.0,1964.0,1,2,14.0,94853.0,2.0,2.0,1.6295
1996,22.0,1974.0,1,1,14.0,11781.0,1.0,1.0,2.1727
1996,54.0,1942.0,1,1,14.0,11781.0,,2.0,1.6295
1996,21.0,1975.0,1,1,12.0,13594.0,2.0,,1.0864
1996,72.0,1924.0,1,1,10.0,3263.0,1.0,,1.0864
1996,49.0,1947.0,1,1,13.0,,1.0,,1.0864
1996,21.0,1975.0,1,2,12.0,19938.0,1.0,2.0,0.5432
1996,33.0,1963.0,2,1,14.0,,1.0,2.0,1.0864
1996,67.0,1929.0,2,1,12.0,8156.0,,,0.5432
1996,30.0,1966.0,2,1,19.0,39875.0,1.0,,0.5432
1996,33.0,1963.0,1,1,13.0,27188.0,,2.0,1.0864
1996,65.0,1931.0,1,1,14.0,,2.0,,1.6295
1996,66.0,1930.0,2,2,12.0,15406.0,1.0,2.0,1.0864
1996,27.0,1969.0,1,1,10.0,27188.0,1.0,,1.0864
1996,47.0,1949.0,2,2,14.0,19938.0,1.0,2.0,0.5432
1996,24.0,1972.0,1,1,16.0,,,2.0,0.5432
1996,52.0,1944.0,1,1,14.0,48938.0,1.0,,1.0864
1996,29.0,1967.0,2,1,16.0,39875.0,,2.0,1.0864
1996,33.0,1963.0,2,1,12.0,23563.0,,2.0,1.0864
1996,38.0,1958.0,1,1,20.0,94853.0,1.0,,1.0864
1996,35.0,1961.0,1,1,18.0,23563.0,,2.0,1.0864
1996,62.0,1934.0,1,1,3.0,,,2.0,1.0864
1996,53.0,1943.0,1,1,14.0,1450.0,1.0,2.0,0.5432
1996,22.0,1974.0,2,1,14.0,48938.0,,2.0,1.0864
1996,34.0,1962.0,1,1,15.0,32625.0,1.0,1.0,1.0864
1996,26.0,1970.0,1,1,13.0,27188.0,,2.0,1.0864
1996,20.0,1976.0,1,1,10.0,3988.0,1.0,,0.5432
1996,27.0,1969.0,2,1,16.0,39875.0,,2.0,1.0864
1996,34.0,1962.0,2,1,14.0,39875.0,1.0,2.0,1.0864
1996,49.0,1947.0,1,1,19.0,94853.0,1.0,,2.1727
1996,45.0,1951.0,2,1,12.0,23563.0,1.0,2.0,1.0864
1996,40.0,1956.0,1,1,14.0,39875.0,1.0,,1.0864
1996,31.0,1965.0,2,1,16.0,39875.0,1.0,2.0,1.0864
1996,36.0,1960.0,2,1,10.0,19938.0,1.0,,1.0864
1996,31.0,1965.0,2,1,15.0,5438.0,1.0,1.0,0.5432
1996,73.0,1923.0,2,2,10.0,15406.0,,2.0,1.6295
1996,49.0,1947.0,1,2,14.0,39875.0,,2.0,1.6295
1996,69.0,1927.0,2,1,10.0,23563.0,1.0,,1.0864
1996,43.0,1953.0,1,1,14.0,19938.0,1.0,1.0,1.0864
1996,29.0,1967.0,2,3,13.0,19938.0,,2.0,0.5432
1996,56.0,1940.0,1,1,12.0,,1.0,,1.0864
1996,20.0,1976.0,1,1,13.0,,,1.0,1.6295
1996,64.0,1932.0,2,2,12.0,,1.0,,2.1727
1996,49.0,1947.0,1,1,14.0,94853.0,1.0,,0.5432
1996,36.0,1960.0,2,2,15.0,32625.0,1.0,2.0,1.0864
1996,22.0,1974.0,1,1,15.0,,1.0,,2.7159
1996,41.0,1955.0,1,2,12.0,17038.0,,2.0,1.0864
1996,55.0,1941.0,2,1,14.0,39875.0,1.0,,1.0864
1996,50.0,1946.0,1,1,16.0,94853.0,1.0,,1.0864
1996,34.0,1962.0,2,1,13.0,9969.0,,2.0,1.0864
1996,75.0,1921.0,1,1,16.0,39875.0,,2.0,1.0864
1996,68.0,1928.0,2,3,19.0,,,2.0,2.1727
1996,36.0,1960.0,2,1,18.0,94853.0,1.0,,1.0864
1996,27.0,1969.0,2,1,16.0,11781.0,1.0,,0.5432
1996,49.0,1947.0,1,1,17.0,48938.0,1.0,2.0,1.6295
1996,60.0,1936.0,2,1,12.0,32625.0,1.0,,1.0864
1996,30.0,1966.0,1,1,14.0,39875.0,2.0,1.0,1.0864
1996,73.0,1923.0,1,1,12.0,19938.0,,2.0,1.0864
1996,64.0,1932.0,1,1,5.0,6525.0,,2.0,1.0864
1996,46.0,1950.0,1,1,12.0,32625.0,1.0,1.0,1.0864
